date,day_of_week,page_loads,unique_visits,first_time_visits,returning_visits
1/25/2017,Wednesday,4.901,3.602,2.923,679.0
1/26/2017,Thursday,4.398,3.266,2.653,613.0
1/27/2017,Friday,3.823,2.832,2.267,565.0
1/28/2017,Saturday,2.619,1.901,1.534,367.0
1/29/2017,Sunday,3.518,2.612,2.205,407.0
1/30/2017,Monday,5.178,3.826,3.127,699.0
1/31/2017,Tuesday,5.29,3.876,3.127,749.0
2/1/2017,Wednesday,5.469,4.116,3.402,714.0
2/2/2017,Thursday,5.399,4.028,3.303,725.0
2/3/2017,Friday,4.232,3.012,2.342,670.0
2/4/2017,Saturday,2.828,2.084,1.697,387.0
2/5/2017,Sunday,3.724,2.783,2.281,502.0
2/6/2017,Monday,5.733,4.249,3.448,801.0
2/7/2017,Tuesday,5.814,4.284,3.521,763.0
2/8/2017,Wednesday,5.349,4.006,3.248,758.0
2/9/2017,Thursday,5.025,3.681,3.01,671.0
2/10/2017,Friday,4.044,2.922,2.335,587.0
2/11/2017,Saturday,2.323,1.731,1.377,354.0
2/12/2017,Sunday,3.147,2.469,2.005,464.0
2/13/2017,Monday,4.972,3.719,3.014,705.0
2/14/2017,Tuesday,4.878,3.582,2.897,685.0
2/15/2017,Wednesday,5.288,3.786,3.039,747.0
2/16/2017,Thursday,4.968,3.668,2.934,734.0
2/17/2017,Friday,3.788,2.748,2.158,590.0
2/18/2017,Saturday,2.514,1.839,1.496,343.0
2/19/2017,Sunday,3.463,2.602,2.083,519.0
2/20/2017,Monday,4.931,3.7,3.009,691.0
2/21/2017,Tuesday,5.101,3.873,3.079,794.0
2/22/2017,Wednesday,5.144,3.727,2.998,729.0
2/23/2017,Thursday,4.433,3.372,2.657,715.0
2/24/2017,Friday,3.597,2.648,2.111,537.0
2/25/2017,Saturday,2.621,1.826,1.482,344.0
2/26/2017,Sunday,3.397,2.494,2.021,473.0
2/27/2017,Monday,5.062,3.812,3.009,803.0
2/28/2017,Tuesday,4.926,3.678,2.933,745.0
3/1/2017,Wednesday,4.936,3.558,2.822,736.0
3/2/2017,Thursday,4.688,3.441,2.747,694.0
3/3/2017,Friday,3.827,2.699,2.14,559.0
3/4/2017,Saturday,2.452,1.754,1.408,346.0
3/5/2017,Sunday,3.283,2.394,1.958,436.0
3/6/2017,Monday,4.823,3.481,2.764,717.0
3/7/2017,Tuesday,4.821,3.662,2.942,720.0
3/8/2017,Wednesday,5.059,3.613,2.923,690.0
3/9/2017,Thursday,4.585,3.444,2.744,700.0
3/10/2017,Friday,3.682,2.733,2.178,555.0
3/11/2017,Saturday,2.35,1.714,1.351,363.0
3/12/2017,Sunday,3.056,2.189,1.755,434.0
3/13/2017,Monday,4.746,3.367,2.721,646.0
3/14/2017,Tuesday,4.613,3.465,2.808,657.0
3/15/2017,Wednesday,4.56,3.441,2.694,747.0
3/16/2017,Thursday,4.52,3.304,2.629,675.0
3/17/2017,Friday,3.346,2.433,1.93,503.0
3/18/2017,Saturday,2.253,1.649,1.325,324.0
3/19/2017,Sunday,2.927,2.267,1.807,460.0
3/20/2017,Monday,4.878,3.463,2.799,664.0
3/21/2017,Tuesday,4.852,3.481,2.802,679.0
3/22/2017,Wednesday,4.585,3.43,2.757,673.0
3/23/2017,Thursday,4.477,3.26,2.6,660.0
3/24/2017,Friday,3.654,2.566,1.993,573.0
3/25/2017,Saturday,2.411,1.76,1.42,340.0
3/26/2017,Sunday,3.054,2.336,1.882,454.0
3/27/2017,Monday,4.696,3.479,2.765,714.0
3/28/2017,Tuesday,5.033,3.633,2.875,758.0
3/29/2017,Wednesday,4.948,3.53,2.809,721.0
3/30/2017,Thursday,4.636,3.39,2.704,686.0
3/31/2017,Friday,3.539,2.636,2.06,576.0
4/1/2017,Saturday,2.371,1.678,1.338,340.0
4/2/2017,Sunday,2.816,2.159,1.715,444.0
4/3/2017,Monday,4.493,3.356,2.672,684.0
4/4/2017,Tuesday,4.678,3.486,2.739,747.0
4/5/2017,Wednesday,4.737,3.484,2.762,722.0
4/6/2017,Thursday,4.775,3.514,2.806,708.0
4/7/2017,Friday,3.658,2.725,2.181,544.0
4/8/2017,Saturday,2.26,1.664,1.324,340.0
4/9/2017,Sunday,3.343,2.433,1.933,500.0
4/10/2017,Monday,4.64,3.44,2.756,684.0
4/11/2017,Tuesday,4.694,3.532,2.867,665.0
4/12/2017,Wednesday,4.771,3.517,2.8,717.0
4/13/2017,Thursday,4.173,3.017,2.395,622.0
4/14/2017,Friday,3.046,2.238,1.752,486.0
4/15/2017,Saturday,2.26,1.701,1.333,368.0
4/16/2017,Sunday,2.876,2.143,1.7,443.0
4/17/2017,Monday,4.774,3.402,2.719,683.0
4/18/2017,Tuesday,5.009,3.702,2.906,796.0
4/19/2017,Wednesday,5.369,3.852,3.133,719.0
4/20/2017,Thursday,5.02,3.669,2.969,700.0
4/21/2017,Friday,3.935,2.802,2.203,599.0
4/22/2017,Saturday,2.795,2.049,1.63,419.0
4/23/2017,Sunday,3.795,2.827,2.305,522.0
4/24/2017,Monday,5.489,4.083,3.252,831.0
4/25/2017,Tuesday,5.68,4.108,3.336,772.0
4/26/2017,Wednesday,5.383,3.94,3.205,735.0
4/27/2017,Thursday,4.89,3.695,2.985,710.0
4/28/2017,Friday,3.872,2.887,2.31,577.0
4/29/2017,Saturday,2.79,1.987,1.602,385.0
4/30/2017,Sunday,3.524,2.616,2.118,498.0
5/1/2017,Monday,4.903,3.551,2.875,676.0
5/2/2017,Tuesday,5.16,3.802,3.079,723.0
5/3/2017,Wednesday,5.194,3.766,2.995,771.0
5/4/2017,Thursday,5.142,3.755,3.013,742.0
5/5/2017,Friday,3.836,2.925,2.323,602.0
5/6/2017,Saturday,2.737,1.981,1.572,409.0
5/7/2017,Sunday,3.386,2.534,2.025,509.0
5/8/2017,Monday,4.816,3.585,2.9,685.0
5/9/2017,Tuesday,4.734,3.458,2.763,695.0
5/10/2017,Wednesday,4.761,3.475,2.754,721.0
5/11/2017,Thursday,4.277,3.224,2.57,654.0
5/12/2017,Friday,3.563,2.62,2.056,564.0
5/13/2017,Saturday,2.401,1.749,1.379,370.0
5/14/2017,Sunday,2.877,2.126,1.674,452.0
5/15/2017,Monday,4.448,3.191,2.494,697.0
5/16/2017,Tuesday,4.525,3.226,2.593,633.0
5/17/2017,Wednesday,4.533,3.318,2.676,642.0
5/18/2017,Thursday,4.431,3.307,2.686,621.0
5/19/2017,Friday,3.456,2.47,1.938,532.0
5/20/2017,Saturday,2.162,1.651,1.332,319.0
5/21/2017,Sunday,2.786,1.971,1.597,374.0
5/22/2017,Monday,4.172,3.041,2.403,638.0
5/23/2017,Tuesday,4.255,3.077,2.457,620.0
5/24/2017,Wednesday,4.154,2.996,2.4,596.0
5/25/2017,Thursday,3.803,2.839,2.263,576.0
5/26/2017,Friday,2.95,2.183,1.72,463.0
5/27/2017,Saturday,1.909,1.444,1.155,289.0
5/28/2017,Sunday,2.506,1.781,1.399,382.0
5/29/2017,Monday,3.325,2.457,1.913,544.0
5/30/2017,Tuesday,4.086,2.909,2.298,611.0
5/31/2017,Wednesday,3.716,2.667,2.069,598.0
6/1/2017,Thursday,3.702,2.639,2.103,536.0
6/2/2017,Friday,2.959,2.171,1.68,491.0
6/3/2017,Saturday,2.006,1.471,1.161,310.0
6/4/2017,Sunday,2.479,1.795,1.419,376.0
6/5/2017,Monday,3.501,2.61,2.072,538.0
6/6/2017,Tuesday,3.985,2.922,2.361,561.0
6/7/2017,Wednesday,3.92,2.913,2.314,599.0
6/8/2017,Thursday,3.868,2.796,2.209,587.0
6/9/2017,Friday,2.921,2.101,1.66,441.0
6/10/2017,Saturday,1.655,1.244,975.0,269.0
6/11/2017,Sunday,2.229,1.622,1.299,323.0
6/12/2017,Monday,3.66,2.598,2.02,578.0
6/13/2017,Tuesday,3.898,2.809,2.202,607.0
6/14/2017,Wednesday,3.912,2.797,2.2,597.0
6/15/2017,Thursday,3.604,2.624,2.029,595.0
6/16/2017,Friday,2.97,2.105,1.621,484.0
6/17/2017,Saturday,1.546,1.187,957.0,230.0
6/18/2017,Sunday,1.944,1.465,1.146,319.0
6/19/2017,Monday,3.608,2.493,1.959,534.0
6/20/2017,Tuesday,3.514,2.472,1.905,567.0
6/21/2017,Wednesday,3.344,2.475,1.915,560.0
6/22/2017,Thursday,3.292,2.351,1.824,527.0
6/23/2017,Friday,2.469,1.85,1.445,405.0
6/24/2017,Saturday,1.296,925.0,702.0,223.0
6/25/2017,Sunday,1.546,1.071,811.0,260.0
6/26/2017,Monday,2.948,1.998,1.528,470.0
6/27/2017,Tuesday,3.077,2.19,1.69,500.0
6/28/2017,Wednesday,3.028,2.145,1.649,496.0
6/29/2017,Thursday,2.738,1.976,1.474,502.0
6/30/2017,Friday,2.147,1.478,1.087,391.0
7/1/2017,Saturday,1.277,903.0,675.0,228.0
7/2/2017,Sunday,1.606,1.142,879.0,263.0
7/3/2017,Monday,2.504,1.726,1.296,430.0
7/4/2017,Tuesday,2.218,1.566,1.217,349.0
7/5/2017,Wednesday,3.024,2.149,1.681,468.0
7/6/2017,Thursday,2.951,2.047,1.555,492.0
7/7/2017,Friday,2.401,1.693,1.31,383.0
7/8/2017,Saturday,1.242,891.0,700.0,191.0
7/9/2017,Sunday,1.511,1.172,938.0,234.0
7/10/2017,Monday,2.934,2.062,1.619,443.0
7/11/2017,Tuesday,3.003,2.14,1.663,477.0
7/12/2017,Wednesday,3.073,2.192,1.71,482.0
7/13/2017,Thursday,2.933,2.043,1.55,493.0
7/14/2017,Friday,2.468,1.71,1.287,423.0
7/15/2017,Saturday,1.355,892.0,689.0,203.0
7/16/2017,Sunday,1.553,1.122,891.0,231.0
7/17/2017,Monday,2.902,1.954,1.479,475.0
7/18/2017,Tuesday,2.899,2.109,1.591,518.0
7/19/2017,Wednesday,2.986,2.032,1.584,448.0
7/20/2017,Thursday,2.964,2.031,1.571,460.0
7/21/2017,Friday,2.433,1.609,1.214,395.0
7/22/2017,Saturday,1.28,923.0,725.0,198.0
7/23/2017,Sunday,1.603,1.17,909.0,261.0
7/24/2017,Monday,3.154,2.214,1.726,488.0
7/25/2017,Tuesday,3.084,2.148,1.666,482.0
7/26/2017,Wednesday,2.983,1.925,1.49,435.0
7/27/2017,Thursday,2.849,1.908,1.44,468.0
7/28/2017,Friday,2.42,1.538,1.15,388.0
7/29/2017,Saturday,1.3,895.0,712.0,183.0
7/30/2017,Sunday,1.526,1.112,863.0,249.0
7/31/2017,Monday,2.872,1.978,1.481,497.0
8/1/2017,Tuesday,2.914,1.957,1.463,494.0
8/2/2017,Wednesday,2.843,1.994,1.536,458.0
8/3/2017,Thursday,2.649,1.894,1.447,447.0
8/4/2017,Friday,2.042,1.478,1.15,328.0
8/5/2017,Saturday,1.225,901.0,681.0,220.0
8/6/2017,Sunday,1.562,1.045,792.0,253.0
8/7/2017,Monday,2.751,1.823,1.398,425.0
8/8/2017,Tuesday,2.634,1.868,1.415,453.0
8/9/2017,Wednesday,2.704,1.961,1.511,450.0
8/10/2017,Thursday,2.67,1.864,1.463,401.0
8/11/2017,Friday,2.073,1.498,1.121,377.0
8/12/2017,Saturday,1.24,888.0,669.0,219.0
8/13/2017,Sunday,1.53,1.076,811.0,265.0
8/14/2017,Monday,2.392,1.704,1.346,358.0
8/15/2017,Tuesday,2.675,1.846,1.471,375.0
8/16/2017,Wednesday,2.755,1.911,1.436,475.0
8/17/2017,Thursday,2.608,1.824,1.421,403.0
8/18/2017,Friday,2.163,1.521,1.163,358.0
8/19/2017,Saturday,1.304,951.0,743.0,208.0
8/20/2017,Sunday,1.969,1.419,1.156,263.0
8/21/2017,Monday,2.985,2.069,1.575,494.0
8/22/2017,Tuesday,3.087,2.259,1.772,487.0
8/23/2017,Wednesday,3.047,2.147,1.704,443.0
8/24/2017,Thursday,2.961,2.026,1.6,426.0
8/25/2017,Friday,2.293,1.589,1.257,332.0
8/26/2017,Saturday,1.261,934.0,751.0,183.0
8/27/2017,Sunday,1.676,1.211,983.0,228.0
8/28/2017,Monday,1.786,1.287,1.005,282.0
8/29/2017,Tuesday,3.252,2.31,1.845,465.0
8/30/2017,Wednesday,3.082,2.179,1.741,438.0
8/31/2017,Thursday,2.721,1.963,1.579,384.0
9/1/2017,Friday,2.217,1.583,1.235,348.0
9/2/2017,Saturday,1.271,908.0,730.0,178.0
9/3/2017,Sunday,1.742,1.197,958.0,239.0
9/4/2017,Monday,2.293,1.704,1.38,324.0
9/5/2017,Tuesday,3.155,2.289,1.818,471.0
9/6/2017,Wednesday,3.159,2.32,1.882,438.0
9/7/2017,Thursday,3.054,2.243,1.777,466.0
9/8/2017,Friday,2.44,1.848,1.488,360.0
9/9/2017,Saturday,1.532,1.108,924.0,184.0
9/10/2017,Sunday,2.247,1.657,1.366,291.0
9/11/2017,Monday,3.57,2.496,2.033,463.0
9/12/2017,Tuesday,3.524,2.54,2.075,465.0
9/13/2017,Wednesday,3.471,2.473,2.04,433.0
9/14/2017,Thursday,3.303,2.415,1.974,441.0
9/15/2017,Friday,2.56,1.867,1.519,348.0
9/16/2017,Saturday,1.47,1.09,912.0,178.0
9/17/2017,Sunday,2.234,1.715,1.446,269.0
9/18/2017,Monday,3.504,2.596,2.123,473.0
9/19/2017,Tuesday,3.984,2.84,2.382,458.0
9/20/2017,Wednesday,3.746,2.66,2.188,472.0
9/21/2017,Thursday,3.524,2.667,2.143,524.0
9/22/2017,Friday,2.639,1.944,1.591,353.0
9/23/2017,Saturday,1.523,1.178,975.0,203.0
9/24/2017,Sunday,2.425,1.809,1.521,288.0
9/25/2017,Monday,3.671,2.705,2.202,503.0
9/26/2017,Tuesday,3.669,2.78,2.306,474.0
9/27/2017,Wednesday,3.537,2.657,2.211,446.0
9/28/2017,Thursday,3.413,2.507,2.048,459.0
9/29/2017,Friday,2.699,1.902,1.554,348.0
9/30/2017,Saturday,1.829,1.289,1.058,231.0
10/1/2017,Sunday,2.379,1.812,1.507,305.0
10/2/2017,Monday,3.637,2.669,2.221,448.0
10/3/2017,Tuesday,3.775,2.787,2.253,534.0
10/4/2017,Wednesday,3.572,2.731,2.245,486.0
10/5/2017,Thursday,3.605,2.695,2.23,465.0
10/6/2017,Friday,2.774,2.078,1.67,408.0
10/7/2017,Saturday,1.78,1.354,1.106,248.0
10/8/2017,Sunday,2.469,1.884,1.571,313.0
10/9/2017,Monday,3.881,2.869,2.348,521.0
10/10/2017,Tuesday,3.767,2.785,2.296,489.0
10/11/2017,Wednesday,4.082,2.924,2.335,589.0
10/12/2017,Thursday,4.047,2.768,2.24,528.0
10/13/2017,Friday,2.877,2.114,1.706,408.0
10/14/2017,Saturday,2.073,1.559,1.298,261.0
10/15/2017,Sunday,2.759,2.066,1.739,327.0
10/16/2017,Monday,3.817,2.88,2.344,536.0
10/17/2017,Tuesday,3.949,2.93,2.402,528.0
10/18/2017,Wednesday,3.867,2.896,2.395,501.0
10/19/2017,Thursday,3.621,2.582,2.119,463.0
10/20/2017,Friday,2.978,2.22,1.772,448.0
10/21/2017,Saturday,1.992,1.434,1.158,276.0
10/22/2017,Sunday,2.851,2.142,1.779,363.0
10/23/2017,Monday,4.39,3.177,2.651,526.0
10/24/2017,Tuesday,3.886,2.938,2.406,532.0
10/25/2017,Wednesday,3.424,2.477,2.017,460.0
10/26/2017,Thursday,4.207,3.087,2.561,526.0
10/27/2017,Friday,3.345,2.478,1.984,494.0
10/28/2017,Saturday,2.128,1.567,1.277,290.0
10/29/2017,Sunday,2.205,1.637,1.319,318.0
10/30/2017,Monday,4.091,2.999,2.453,546.0
10/31/2017,Tuesday,4.223,3.143,2.555,588.0
11/1/2017,Wednesday,4.361,3.147,2.554,593.0
11/2/2017,Thursday,4.263,3.103,2.513,590.0
11/3/2017,Friday,3.341,2.397,1.903,494.0
11/4/2017,Saturday,2.278,1.634,1.307,327.0
11/5/2017,Sunday,3.097,2.299,1.888,411.0
11/6/2017,Monday,4.185,3.113,2.538,575.0
11/7/2017,Tuesday,4.477,3.341,2.689,652.0
11/8/2017,Wednesday,4.354,3.227,2.579,648.0
11/9/2017,Thursday,4.194,3.005,2.401,604.0
11/10/2017,Friday,3.24,2.319,1.833,486.0
11/11/2017,Saturday,2.424,1.613,1.283,330.0
11/12/2017,Sunday,3.168,2.309,1.853,456.0
11/13/2017,Monday,4.709,3.433,2.784,649.0
11/14/2017,Tuesday,4.634,3.373,2.727,646.0
11/15/2017,Wednesday,4.545,3.345,2.681,664.0
11/16/2017,Thursday,4.532,3.332,2.693,639.0
11/17/2017,Friday,3.317,2.508,2.018,490.0
11/18/2017,Saturday,2.449,1.741,1.386,355.0
11/19/2017,Sunday,2.893,2.231,1.78,451.0
11/20/2017,Monday,4.17,3.135,2.555,580.0
11/21/2017,Tuesday,4.277,3.026,2.419,607.0
11/22/2017,Wednesday,3.588,2.625,2.078,547.0
11/23/2017,Thursday,3.141,2.237,1.76,477.0
11/24/2017,Friday,2.658,1.843,1.429,414.0
11/25/2017,Saturday,2.391,1.652,1.327,325.0
11/26/2017,Sunday,3.202,2.354,1.901,453.0
11/27/2017,Monday,4.349,3.251,2.601,650.0
11/28/2017,Tuesday,4.886,3.66,2.968,692.0
11/29/2017,Wednesday,4.555,3.484,2.824,660.0
11/30/2017,Thursday,4.477,3.134,2.53,604.0
12/1/2017,Friday,3.577,2.603,2.056,547.0
12/2/2017,Saturday,2.43,1.827,1.461,366.0
12/3/2017,Sunday,3.449,2.504,2.006,498.0
12/4/2017,Monday,4.955,3.673,3.019,654.0
12/5/2017,Tuesday,4.475,3.435,2.775,660.0
12/6/2017,Wednesday,4.595,3.452,2.766,686.0
12/7/2017,Thursday,4.451,3.199,2.563,636.0
12/8/2017,Friday,3.418,2.549,2.037,512.0
12/9/2017,Saturday,2.605,1.944,1.572,372.0
12/10/2017,Sunday,3.483,2.607,2.102,505.0
12/11/2017,Monday,4.651,3.35,2.656,694.0
12/12/2017,Tuesday,4.029,3.011,2.351,660.0
12/13/2017,Wednesday,4.282,3.205,2.609,596.0
12/14/2017,Thursday,4.138,2.93,2.315,615.0
12/15/2017,Friday,4.13,2.803,2.211,592.0
12/16/2017,Saturday,2.581,1.761,1.429,332.0
12/17/2017,Sunday,3.355,2.3,1.876,424.0
12/18/2017,Monday,4.482,3.109,2.491,618.0
12/19/2017,Tuesday,4.584,3.021,2.456,565.0
12/20/2017,Wednesday,4.106,2.661,2.133,528.0
12/21/2017,Thursday,3.378,2.243,1.798,445.0
12/22/2017,Friday,2.446,1.544,1.211,333.0
12/23/2017,Saturday,1.447,958.0,753.0,205.0
12/24/2017,Sunday,1.326,895.0,696.0,199.0
12/25/2017,Monday,1.609,1.015,809.0,206.0
12/26/2017,Tuesday,2.481,1.438,1.105,333.0
12/27/2017,Wednesday,2.798,1.74,1.35,390.0
12/28/2017,Thursday,2.809,1.797,1.425,372.0
12/29/2017,Friday,2.216,1.41,1.083,327.0
12/30/2017,Saturday,1.546,1.071,839.0,232.0
12/31/2017,Sunday,1.339,923.0,724.0,199.0
1/1/2018,Monday,1.709,1.12,878.0,242.0
1/2/2018,Tuesday,3.389,2.208,1.755,453.0
1/3/2018,Wednesday,3.391,2.282,1.827,455.0
1/4/2018,Thursday,3.698,2.31,1.878,432.0
1/5/2018,Friday,3.511,2.272,1.801,471.0
1/6/2018,Saturday,2.279,1.498,1.196,302.0
1/7/2018,Sunday,2.822,1.869,1.495,374.0
1/8/2018,Monday,4.24,2.784,2.186,598.0
1/9/2018,Tuesday,4.319,2.844,2.302,542.0
1/10/2018,Wednesday,4.224,2.866,2.304,562.0
1/11/2018,Thursday,3.797,2.704,2.203,501.0
1/12/2018,Friday,3.19,2.127,1.692,435.0
1/13/2018,Saturday,1.998,1.373,1.128,245.0
1/14/2018,Sunday,2.515,1.711,1.393,318.0
1/15/2018,Monday,3.95,2.612,2.065,547.0
1/16/2018,Tuesday,4.033,2.631,2.133,498.0
1/17/2018,Wednesday,4.269,2.812,2.285,527.0
1/18/2018,Thursday,4.124,2.677,2.157,520.0
1/19/2018,Friday,3.228,2.198,1.763,435.0
1/20/2018,Saturday,2.287,1.423,1.16,263.0
1/21/2018,Sunday,2.946,1.996,1.628,368.0
1/22/2018,Monday,4.608,3.035,2.534,501.0
1/23/2018,Tuesday,4.786,3.154,2.566,588.0
1/24/2018,Wednesday,4.724,3.244,2.68,564.0
1/25/2018,Thursday,4.417,2.875,2.348,527.0
1/26/2018,Friday,3.58,2.314,1.825,489.0
1/27/2018,Saturday,2.345,1.544,1.229,315.0
1/28/2018,Sunday,3.17,2.14,1.776,364.0
1/29/2018,Monday,4.862,3.194,2.573,621.0
1/30/2018,Tuesday,4.6,3.106,2.504,602.0
1/31/2018,Wednesday,4.705,3.249,2.704,545.0
2/1/2018,Thursday,4.723,3.164,2.571,593.0
2/2/2018,Friday,3.969,2.572,2.104,468.0
2/3/2018,Saturday,2.994,2.034,1.702,332.0
2/4/2018,Sunday,3.162,2.186,1.811,375.0
2/5/2018,Monday,4.949,3.287,2.735,552.0
2/6/2018,Tuesday,5.092,3.465,2.838,627.0
2/7/2018,Wednesday,4.767,3.319,2.729,590.0
2/8/2018,Thursday,4.625,3.179,2.603,576.0
2/9/2018,Friday,3.738,2.477,2.015,462.0
2/10/2018,Saturday,2.739,1.793,1.477,316.0
2/11/2018,Sunday,3.923,2.476,2.077,399.0
2/12/2018,Monday,5.341,3.687,3.045,642.0
2/13/2018,Tuesday,5.114,3.46,2.836,624.0
2/14/2018,Wednesday,4.896,3.214,2.568,646.0
2/15/2018,Thursday,4.502,3.05,2.507,543.0
2/16/2018,Friday,3.729,2.518,2.012,506.0
2/17/2018,Saturday,2.388,1.618,1.319,299.0
2/18/2018,Sunday,3.405,2.314,1.928,386.0
2/19/2018,Monday,5.176,3.62,2.971,649.0
2/20/2018,Tuesday,5.429,3.597,2.978,619.0
2/21/2018,Wednesday,5.12,3.448,2.869,579.0
2/22/2018,Thursday,4.993,3.379,2.774,605.0
2/23/2018,Friday,4.148,2.751,2.221,530.0
2/24/2018,Saturday,2.763,1.981,1.648,333.0
2/25/2018,Sunday,3.599,2.446,2.011,435.0
2/26/2018,Monday,5.542,3.728,3.052,676.0
2/27/2018,Tuesday,5.378,3.764,3.123,641.0
2/28/2018,Wednesday,5.536,3.734,3.095,639.0
3/1/2018,Thursday,4.984,3.315,2.713,602.0
3/2/2018,Friday,4.13,2.754,2.231,523.0
3/3/2018,Saturday,2.818,1.922,1.579,343.0
3/4/2018,Sunday,3.978,2.699,2.249,450.0
3/5/2018,Monday,5.502,3.727,3.019,708.0
3/6/2018,Tuesday,5.74,3.842,3.16,682.0
3/7/2018,Wednesday,5.635,3.734,3.037,697.0
3/8/2018,Thursday,5.375,3.704,3.044,660.0
3/9/2018,Friday,4.273,3.038,2.49,548.0
3/10/2018,Saturday,3.223,2.305,1.918,387.0
3/11/2018,Sunday,3.956,2.727,2.288,439.0
3/12/2018,Monday,5.895,4.141,3.447,694.0
3/13/2018,Tuesday,6.152,4.207,3.398,809.0
3/14/2018,Wednesday,5.906,4.021,3.305,716.0
3/15/2018,Thursday,6.3,4.061,3.279,782.0
3/16/2018,Friday,4.915,3.259,2.673,586.0
3/17/2018,Saturday,3.218,2.161,1.818,343.0
3/18/2018,Sunday,4.429,2.919,2.435,484.0
3/19/2018,Monday,5.739,4.038,3.316,722.0
3/20/2018,Tuesday,6.22,4.292,3.553,739.0
3/21/2018,Wednesday,6.238,4.163,3.396,767.0
3/22/2018,Thursday,6.226,4.251,3.595,656.0
3/23/2018,Friday,4.364,2.994,2.457,537.0
3/24/2018,Saturday,2.882,2.021,1.682,339.0
3/25/2018,Sunday,4.01,2.748,2.263,485.0
3/26/2018,Monday,6.084,3.995,3.289,706.0
3/27/2018,Tuesday,5.874,4.147,3.446,701.0
3/28/2018,Wednesday,5.719,3.917,3.288,629.0
3/29/2018,Thursday,5.003,3.396,2.812,584.0
3/30/2018,Friday,3.605,2.541,2.062,479.0
3/31/2018,Saturday,2.811,1.901,1.512,389.0
4/1/2018,Sunday,3.567,2.438,1.956,482.0
4/2/2018,Monday,5.237,3.542,2.875,667.0
4/3/2018,Tuesday,6.154,4.126,3.438,688.0
